KEGG	GS115_MIT
ppa:PAS_chr3_1093	lcl|CP014717.1_cds_AOA68971.1_3984
ppa:PAS_chr3_1095	lcl|CP014717.1_cds_AOA68694.1_3985
ppa:PAS_chr3_1097	lcl|CP014717.1_cds_AOA68462.1_3988
ppa:PAS_chr3_1098	lcl|CP014717.1_cds_AOA69086.1_3989
ppa:PAS_chr3_1255	lcl|CP014717.1_cds_AOA69062.1_3990
ppa:PAS_chr3_1099	lcl|CP014717.1_cds_AOA68366.1_3991
ppa:PAS_chr3_1100	lcl|CP014717.1_cds_AOA68384.1_3992
ppa:PAS_chr3_1101	lcl|CP014717.1_cds_AOA68827.1_3993
ppa:PAS_chr3_1102	lcl|CP014717.1_cds_AOA69013.1_3994
ppa:PAS_chr3_1103	lcl|CP014717.1_cds_AOA68273.1_3995
ppa:PAS_chr3_1104	lcl|CP014717.1_cds_AOA68231.1_3996
ppa:PAS_chr3_1105	lcl|CP014717.1_cds_AOA68645.1_3997
ppa:PAS_chr3_1106	lcl|CP014717.1_cds_AOA68783.1_3998
ppa:PAS_chr3_1256	lcl|CP014717.1_cds_AOA68283.1_3999
ppa:PAS_chr3_1107	lcl|CP014717.1_cds_AOA68574.1_4000
ppa:PAS_chr3_1108	lcl|CP014717.1_cds_AOA69008.1_4001
ppa:PAS_chr3_1109	lcl|CP014717.1_cds_AOA68198.1_4002
ppa:PAS_chr3_1110	lcl|CP014717.1_cds_AOA68594.1_4003
ppa:PAS_chr3_1111	lcl|CP014717.1_cds_AOA68483.1_4004
ppa:PAS_chr3_1112	lcl|CP014717.1_cds_AOA68248.1_4005
ppa:PAS_chr3_1113	lcl|CP014717.1_cds_AOA69212.1_4006
ppa:PAS_chr3_1115	lcl|CP014717.1_cds_AOA69208.1_4007
ppa:PAS_chr3_1116	lcl|CP014717.1_cds_AOA69048.1_4008
ppa:PAS_chr3_1118	lcl|CP014717.1_cds_AOA68766.1_4009
ppa:PAS_chr3_1119	lcl|CP014717.1_cds_AOA69026.1_4010
ppa:PAS_chr3_1120	lcl|CP014717.1_cds_AOA69405.1_4011
ppa:PAS_chr3_1121	lcl|CP014717.1_cds_AOA68814.1_4012
ppa:PAS_chr3_1122	lcl|CP014717.1_cds_AOA69413.1_4013
ppa:PAS_chr3_1257	lcl|CP014717.1_cds_AOA68585.1_4014
ppa:PAS_chr3_1123	lcl|CP014717.1_cds_AOA69064.1_4015
ppa:PAS_chr3_1124	lcl|CP014717.1_cds_AOA68931.1_4016
ppa:PAS_chr3_1124	lcl|CP014717.1_cds_AOA68931.1_4016
ppa:PAS_chr3_1126	lcl|CP014717.1_cds_AOA68490.1_4017
ppa:PAS_chr3_1127	lcl|CP014717.1_cds_AOA69114.1_4018
ppa:PAS_chr3_1127	lcl|CP014717.1_cds_AOA69114.1_4018
ppa:PAS_chr3_1128	lcl|CP014717.1_cds_AOA68238.1_4019
ppa:PAS_chr3_1129	lcl|CP014717.1_cds_AOA68599.1_4020
ppa:PAS_chr3_1130	lcl|CP014717.1_cds_AOA68793.1_4021
ppa:PAS_chr3_1258	lcl|CP014717.1_cds_AOA69127.1_4022
ppa:PAS_chr3_1131	lcl|CP014717.1_cds_AOA68406.1_4023
ppa:PAS_chr3_1132	lcl|CP014717.1_cds_AOA69402.1_4024
ppa:PAS_chr3_1133	lcl|CP014717.1_cds_AOA68809.1_4025
ppa:PAS_chr3_1134	lcl|CP014717.1_cds_AOA68761.1_4026
ppa:PAS_chr3_1136	lcl|CP014717.1_cds_AOA68503.1_4027
ppa:PAS_chr3_1259	lcl|CP014717.1_cds_AOA69100.1_4028
ppa:PAS_chr3_1137	lcl|CP014717.1_cds_AOA68369.1_4029
ppa:PAS_chr3_1138	lcl|CP014717.1_cds_AOA68354.1_4030
ppa:PAS_chr3_1139	lcl|CP014717.1_cds_AOA68287.1_4031
ppa:PAS_chr3_1141	lcl|CP014717.1_cds_AOA68320.1_4032
ppa:PAS_chr3_1142	lcl|CP014717.1_cds_AOA69270.1_4033
ppa:PAS_chr3_1143	lcl|CP014717.1_cds_AOA68886.1_4034
ppa:PAS_c131_0002	lcl|CP014717.1_cds_AOA68444.1_4035
ppa:PAS_c131_0003	lcl|CP014717.1_cds_AOA68242.1_4036
ppa:PAS_c131_0004	lcl|CP014717.1_cds_AOA68588.1_4038
ppa:PAS_c131_0005	lcl|CP014717.1_cds_AOA68315.1_4039
ppa:PAS_c131_0006	lcl|CP014717.1_cds_AOA68511.1_4040
ppa:PAS_c131_0007	lcl|CP014717.1_cds_AOA69003.1_4041
ppa:PAS_c131_0008	lcl|CP014717.1_cds_AOA68213.1_4042
ppa:PAS_c131_0009	lcl|CP014717.1_cds_AOA68587.1_4043
ppa:PAS_c131_0010	lcl|CP014717.1_cds_AOA68300.1_4044
ppa:PAS_c131_0011	lcl|CP014717.1_cds_AOA68853.1_4045
ppa:PAS_c131_0012	lcl|CP014717.1_cds_AOA68935.1_4046
ppa:PAS_c131_0013	lcl|CP014717.1_cds_AOA68832.1_4047
ppa:PAS_c131_0015	lcl|CP014717.1_cds_AOA69420.1_4048
ppa:PAS_c131_0016	lcl|CP014717.1_cds_AOA68920.1_4049
ppa:PAS_c131_0017	lcl|CP014717.1_cds_AOA69282.1_4050
ppa:PAS_c131_0019	lcl|CP014717.1_cds_AOA69215.1_4052
ppa:PAS_c131_0020	lcl|CP014717.1_cds_AOA68452.1_4053
ppa:PAS_chr4_0003	lcl|CP014718.1_cds_AOA69734.1_4055
ppa:PAS_chr4_0003	lcl|CP014718.1_cds_AOA70062.1_4061
ppa:PAS_chr4_0003	lcl|CP014717.1_cds_AOA68828.1_2828
ppa:PAS_chr4_0003	lcl|CP014716.1_cds_AOA67382.1_1553
ppa:PAS_chr4_0005	lcl|CP014718.1_cds_AOA70056.1_4062
ppa:PAS_chr4_0006	lcl|CP014718.1_cds_AOA69946.1_4063
ppa:PAS_chr4_0911	lcl|CP014718.1_cds_AOA70120.1_4064
ppa:PAS_chr4_0008	lcl|CP014718.1_cds_AOA70406.1_4065
ppa:PAS_chr4_0009	lcl|CP014718.1_cds_AOA70229.1_4066
ppa:PAS_chr4_0010	lcl|CP014718.1_cds_AOA69724.1_4067
ppa:PAS_chr4_0011	lcl|CP014718.1_cds_AOA70054.1_4068
ppa:PAS_chr4_0012	lcl|CP014718.1_cds_AOA70427.1_4069
ppa:PAS_chr4_0013	lcl|CP014718.1_cds_AOA69586.1_4070
ppa:PAS_chr4_0014	lcl|CP014718.1_cds_AOA69915.1_4071
ppa:PAS_chr4_0018	lcl|CP014718.1_cds_AOA70082.1_4073
ppa:PAS_chr4_0019	lcl|CP014718.1_cds_AOA70162.1_4074
ppa:PAS_chr4_0020	lcl|CP014718.1_cds_AOA69718.1_4075
ppa:PAS_chr4_0021	lcl|CP014718.1_cds_AOA70285.1_4076
ppa:PAS_chr4_0912	lcl|CP014718.1_cds_AOA70061.1_4077
ppa:PAS_chr4_0022	lcl|CP014718.1_cds_AOA69912.1_4078
ppa:PAS_chr4_0023	lcl|CP014718.1_cds_AOA70074.1_4079
ppa:PAS_chr4_0026	lcl|CP014718.1_cds_AOA69652.1_4081
ppa:PAS_chr4_0027	lcl|CP014718.1_cds_AOA69611.1_4082
ppa:PAS_chr4_0028	lcl|CP014718.1_cds_AOA70359.1_4083
ppa:PAS_chr4_0029	lcl|CP014718.1_cds_AOA69455.1_4084
ppa:PAS_chr4_0030	lcl|CP014718.1_cds_AOA69466.1_4085
ppa:PAS_chr4_0031	lcl|CP014718.1_cds_AOA69644.1_4086
ppa:PAS_chr4_0032	lcl|CP014718.1_cds_AOA70387.1_4087
ppa:PAS_chr4_0033	lcl|CP014718.1_cds_AOA69910.1_4088
ppa:PAS_chr4_0034	lcl|CP014718.1_cds_AOA70395.1_4089
ppa:PAS_chr4_0035	lcl|CP014718.1_cds_AOA69913.1_4090
ppa:PAS_chr4_0037	lcl|CP014718.1_cds_AOA69699.1_4092
ppa:PAS_chr4_0037	lcl|CP014718.1_cds_AOA69699.1_4092
ppa:PAS_chr4_0037	lcl|CP014718.1_cds_AOA69698.1_4091
ppa:PAS_chr4_0037	lcl|CP014718.1_cds_AOA69698.1_4091
ppa:PAS_chr4_0038	lcl|CP014718.1_cds_AOA69610.1_4093
ppa:PAS_chr4_0039	lcl|CP014718.1_cds_AOA69984.1_4094
ppa:PAS_chr4_0040	lcl|CP014718.1_cds_AOA70027.1_4095
ppa:PAS_chr4_0914	lcl|CP014718.1_cds_AOA69739.1_4096
ppa:PAS_chr4_0041	lcl|CP014718.1_cds_AOA70014.1_4097
ppa:PAS_chr4_0915	lcl|CP014718.1_cds_AOA70426.1_4098
ppa:PAS_chr4_0042	lcl|CP014718.1_cds_AOA69575.1_4099
ppa:PAS_chr4_0043	lcl|CP014718.1_cds_AOA70121.1_4100
ppa:PAS_chr4_0044	lcl|CP014718.1_cds_AOA69870.1_4101
ppa:PAS_chr4_0045	lcl|CP014718.1_cds_AOA70260.1_4102
ppa:PAS_chr4_0046	lcl|CP014718.1_cds_AOA69961.1_4103
ppa:PAS_chr4_0047	lcl|CP014718.1_cds_AOA70160.1_4104
ppa:PAS_chr4_0048	lcl|CP014718.1_cds_AOA69754.1_4105
ppa:PAS_chr4_0049	lcl|CP014718.1_cds_AOA70032.1_4106
ppa:PAS_chr4_0050	lcl|CP014718.1_cds_AOA69657.1_4107
ppa:PAS_chr4_0051	lcl|CP014718.1_cds_AOA69521.1_4108
ppa:PAS_chr4_0052	lcl|CP014718.1_cds_AOA69550.1_4109
ppa:PAS_chr4_0054	lcl|CP014718.1_cds_AOA69792.1_4110
ppa:PAS_chr4_0055	lcl|CP014718.1_cds_AOA70116.1_4111
ppa:PAS_chr4_0058	lcl|CP014718.1_cds_AOA70078.1_4112
ppa:PAS_chr4_0059	lcl|CP014718.1_cds_AOA69896.1_4113
ppa:PAS_chr4_0060	lcl|CP014718.1_cds_AOA70299.1_4114
ppa:PAS_chr4_0916	lcl|CP014718.1_cds_AOA70199.1_4115
ppa:PAS_chr4_0062	lcl|CP014718.1_cds_AOA69812.1_4116
ppa:PAS_chr4_0063	lcl|CP014718.1_cds_AOA69800.1_4117
ppa:PAS_chr4_0064	lcl|CP014718.1_cds_AOA69431.1_4118
ppa:PAS_chr4_0065	lcl|CP014718.1_cds_AOA69717.1_4119
ppa:PAS_chr4_0066	lcl|CP014718.1_cds_AOA69516.1_4120
ppa:PAS_chr4_0067	lcl|CP014718.1_cds_AOA69674.1_4121
ppa:PAS_chr4_0068	lcl|CP014718.1_cds_AOA69637.1_4122
ppa:PAS_chr4_0069	lcl|CP014718.1_cds_AOA70428.1_4123
ppa:PAS_chr4_0070	lcl|CP014718.1_cds_AOA70019.1_4124
ppa:PAS_chr4_0072	lcl|CP014718.1_cds_AOA69895.1_4126
ppa:PAS_chr4_0073	lcl|CP014718.1_cds_AOA69515.1_4127
ppa:PAS_chr4_0917	lcl|CP014718.1_cds_AOA70388.1_4128
ppa:PAS_chr4_0074	lcl|CP014718.1_cds_AOA69449.1_4129
ppa:PAS_chr4_0075	lcl|CP014718.1_cds_AOA70313.1_4130
ppa:PAS_chr4_0076	lcl|CP014718.1_cds_AOA70288.1_4131
ppa:PAS_chr4_0077	lcl|CP014718.1_cds_AOA69474.1_4132
ppa:PAS_chr4_0078	lcl|CP014718.1_cds_AOA70216.1_4133
ppa:PAS_chr4_0079	lcl|CP014718.1_cds_AOA69837.1_4134
ppa:PAS_chr4_0080	lcl|CP014718.1_cds_AOA70253.1_4135
ppa:PAS_chr4_0082	lcl|CP014718.1_cds_AOA69618.1_4136
ppa:PAS_chr4_0083	lcl|CP014718.1_cds_AOA69968.1_4137
ppa:PAS_chr4_0084	lcl|CP014718.1_cds_AOA70354.1_4138
ppa:PAS_chr4_0085	lcl|CP014718.1_cds_AOA69452.1_4139
ppa:PAS_chr4_0918	lcl|CP014718.1_cds_AOA69602.1_4140
ppa:PAS_chr4_0086	lcl|CP014718.1_cds_AOA70131.1_4141
ppa:PAS_chr4_0087	lcl|CP014718.1_cds_AOA69684.1_4142
ppa:PAS_chr4_0088	lcl|CP014718.1_cds_AOA70418.1_4143
ppa:PAS_chr4_0089	lcl|CP014718.1_cds_AOA70085.1_4144
ppa:PAS_chr4_0090	lcl|CP014718.1_cds_AOA69744.1_4145
ppa:PAS_chr4_0091	lcl|CP014718.1_cds_AOA70211.1_4146
ppa:PAS_chr4_0092	lcl|CP014718.1_cds_AOA70220.1_4147
ppa:PAS_chr4_0093	lcl|CP014718.1_cds_AOA70035.1_4148
ppa:PAS_chr4_0094	lcl|CP014718.1_cds_AOA69822.1_4149
ppa:PAS_chr4_0095	lcl|CP014718.1_cds_AOA69426.1_4150
ppa:PAS_chr4_0096	lcl|CP014718.1_cds_AOA69916.1_4151
ppa:PAS_chr4_0098	lcl|CP014718.1_cds_AOA69996.1_4154
ppa:PAS_chr4_0099	lcl|CP014718.1_cds_AOA69615.1_4155
ppa:PAS_chr4_0100	lcl|CP014718.1_cds_AOA70222.1_4156
ppa:PAS_chr4_0101	lcl|CP014718.1_cds_AOA69519.1_4157
ppa:PAS_chr4_0102	lcl|CP014718.1_cds_AOA70041.1_4158
ppa:PAS_chr4_0103	lcl|CP014718.1_cds_AOA69653.1_4159
ppa:PAS_chr4_0104	lcl|CP014718.1_cds_AOA70324.1_4160
ppa:PAS_chr4_0105	lcl|CP014718.1_cds_AOA70344.1_4161
ppa:PAS_chr4_0107	lcl|CP014718.1_cds_AOA69681.1_4162
ppa:PAS_chr4_0107	lcl|CP014715.1_cds_AOA66274.1_517
ppa:PAS_chr4_0108	lcl|CP014718.1_cds_AOA70098.1_4163
ppa:PAS_chr4_0109	lcl|CP014718.1_cds_AOA69887.1_4164
ppa:PAS_chr4_0109	lcl|CP014718.1_cds_AOA69887.1_4164
ppa:PAS_chr4_0111	lcl|CP014718.1_cds_AOA69841.1_4165
ppa:PAS_chr4_0112	lcl|CP014718.1_cds_AOA69900.1_4166
ppa:PAS_chr4_0113	lcl|CP014718.1_cds_AOA70258.1_4167
ppa:PAS_chr4_0114	lcl|CP014718.1_cds_AOA70286.1_4168
ppa:PAS_chr4_0919	lcl|CP014718.1_cds_AOA70286.1_4168
ppa:PAS_chr4_0115	lcl|CP014718.1_cds_AOA69493.1_4169
ppa:PAS_chr4_0116	lcl|CP014718.1_cds_AOA69918.1_4170
ppa:PAS_chr4_0117	lcl|CP014718.1_cds_AOA69703.1_4171
ppa:PAS_chr4_0118	lcl|CP014718.1_cds_AOA69780.1_4172
ppa:PAS_chr4_0119	lcl|CP014718.1_cds_AOA69599.1_4173
ppa:PAS_chr4_0119	lcl|CP014718.1_cds_AOA69599.1_4173
ppa:PAS_chr4_0920	lcl|CP014718.1_cds_AOA69676.1_4174
ppa:PAS_chr4_0120	lcl|CP014718.1_cds_AOA69884.1_4175
ppa:PAS_chr4_0121	lcl|CP014718.1_cds_AOA69569.1_4176
ppa:PAS_chr4_0122	lcl|CP014718.1_cds_AOA70392.1_4177
ppa:PAS_chr4_0122	lcl|CP014718.1_cds_AOA70392.1_4177
ppa:PAS_chr4_0123	lcl|CP014718.1_cds_AOA69849.1_4178
ppa:PAS_chr4_0124	lcl|CP014718.1_cds_AOA70289.1_4179
ppa:PAS_chr4_0125	lcl|CP014718.1_cds_AOA69832.1_4180
ppa:PAS_chr4_0126	lcl|CP014718.1_cds_AOA69974.1_4181
ppa:PAS_chr4_0127	lcl|CP014718.1_cds_AOA70198.1_4182
ppa:PAS_chr4_0128	lcl|CP014718.1_cds_AOA69919.1_4183
ppa:PAS_chr4_0128	lcl|CP014718.1_cds_AOA69919.1_4183
ppa:PAS_chr4_0129	lcl|CP014718.1_cds_AOA69755.1_4184
ppa:PAS_chr4_0130	lcl|CP014718.1_cds_AOA69558.1_4185
ppa:PAS_chr4_0131	lcl|CP014718.1_cds_AOA69682.1_4186
ppa:PAS_chr4_0132	lcl|CP014718.1_cds_AOA69604.1_4187
ppa:PAS_chr4_0133	lcl|CP014718.1_cds_AOA69781.1_4188
ppa:PAS_chr4_0134	lcl|CP014718.1_cds_AOA69957.1_4189
ppa:PAS_chr4_0136	lcl|CP014718.1_cds_AOA69499.1_4191
ppa:PAS_chr4_0137	lcl|CP014718.1_cds_AOA69815.1_4192
ppa:PAS_chr4_0137	lcl|CP014718.1_cds_AOA69815.1_4192
ppa:PAS_chr4_0138	lcl|CP014718.1_cds_AOA70302.1_4193
ppa:PAS_chr4_0139	lcl|CP014718.1_cds_AOA69715.1_4194
ppa:PAS_chr4_0140	lcl|CP014718.1_cds_AOA69786.1_4195
ppa:PAS_chr4_0141	lcl|CP014718.1_cds_AOA70168.1_4196
ppa:PAS_chr4_0142	lcl|CP014718.1_cds_AOA69935.1_4197
ppa:PAS_chr4_0143	lcl|CP014718.1_cds_AOA69495.1_4198
ppa:PAS_chr4_0145	lcl|CP014718.1_cds_AOA69981.1_4200
ppa:PAS_chr4_0146	lcl|CP014718.1_cds_AOA69612.1_4201
ppa:PAS_chr4_0147	lcl|CP014718.1_cds_AOA69793.1_4202
ppa:PAS_chr4_0149	lcl|CP014718.1_cds_AOA70336.1_4203
ppa:PAS_chr4_0150	lcl|CP014718.1_cds_AOA69442.1_4204
ppa:PAS_chr4_0151	lcl|CP014718.1_cds_AOA70335.1_4205
ppa:PAS_chr4_0151	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr4_0151	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr4_0151	lcl|CP014717.1_cds_AOA68533.1_2849
ppa:PAS_chr4_0151	lcl|CP014717.1_cds_AOA68485.1_3331
ppa:PAS_chr4_0152	lcl|CP014718.1_cds_AOA70349.1_4206
ppa:PAS_chr4_0152	lcl|CP014718.1_cds_AOA70169.1_4927
ppa:PAS_chr4_0153	lcl|CP014718.1_cds_AOA70352.1_4207
ppa:PAS_chr4_0154	lcl|CP014718.1_cds_AOA70038.1_4208
ppa:PAS_chr4_0155	lcl|CP014718.1_cds_AOA70307.1_4209
ppa:PAS_chr4_0156	lcl|CP014718.1_cds_AOA70109.1_4210
ppa:PAS_chr4_0157	lcl|CP014718.1_cds_AOA70046.1_4211
ppa:PAS_chr4_0158	lcl|CP014718.1_cds_AOA69542.1_4212
ppa:PAS_chr4_0159	lcl|CP014718.1_cds_AOA69692.1_4213
ppa:PAS_chr4_0160	lcl|CP014718.1_cds_AOA69454.1_4214
ppa:PAS_chr4_0161	lcl|CP014718.1_cds_AOA70003.1_4215
ppa:PAS_chr4_0162	lcl|CP014718.1_cds_AOA70060.1_4216
ppa:PAS_chr4_0921	lcl|CP014718.1_cds_AOA69607.1_4217
ppa:PAS_chr4_0163	lcl|CP014718.1_cds_AOA69470.1_4218
ppa:PAS_chr4_0165	lcl|CP014718.1_cds_AOA69875.1_4219
ppa:PAS_chr4_0166	lcl|CP014718.1_cds_AOA69659.1_4220
ppa:PAS_chr4_0167	lcl|CP014718.1_cds_AOA69891.1_4221
ppa:PAS_chr4_0169	lcl|CP014718.1_cds_AOA69425.1_4226
ppa:PAS_chr4_0170	lcl|CP014718.1_cds_AOA70071.1_4227
ppa:PAS_chr4_0171	lcl|CP014718.1_cds_AOA70024.1_4228
ppa:PAS_chr4_0172	lcl|CP014718.1_cds_AOA69605.1_4229
ppa:PAS_chr4_0173	lcl|CP014718.1_cds_AOA70380.1_4230
ppa:PAS_chr4_0174	lcl|CP014718.1_cds_AOA69505.1_4231
ppa:PAS_chr4_0175	lcl|CP014718.1_cds_AOA70252.1_4232
ppa:PAS_chr4_0176	lcl|CP014718.1_cds_AOA69823.1_4233
ppa:PAS_chr4_0922	lcl|CP014718.1_cds_AOA70244.1_4234
ppa:PAS_chr4_0177	lcl|CP014718.1_cds_AOA70181.1_4235
ppa:PAS_chr4_0178	lcl|CP014718.1_cds_AOA70304.1_4236
ppa:PAS_chr4_0179	lcl|CP014718.1_cds_AOA69825.1_4237
ppa:PAS_chr4_0180	lcl|CP014718.1_cds_AOA69876.1_4238
ppa:PAS_chr4_0923	lcl|CP014718.1_cds_AOA70295.1_4239
ppa:PAS_chr4_0181	lcl|CP014718.1_cds_AOA69501.1_4240
ppa:PAS_chr4_0182	lcl|CP014718.1_cds_AOA69977.1_4241
ppa:PAS_chr4_0184	lcl|CP014718.1_cds_AOA69701.1_4243
ppa:PAS_chr4_0185	lcl|CP014718.1_cds_AOA69486.1_4244
ppa:PAS_chr4_0185	lcl|CP014718.1_cds_AOA69486.1_4244
ppa:PAS_chr4_0186	lcl|CP014718.1_cds_AOA69850.1_4245
ppa:PAS_chr4_0186	lcl|CP014718.1_cds_AOA69920.1_4246
ppa:PAS_chr4_0188	lcl|CP014718.1_cds_AOA69920.1_4246
ppa:PAS_chr4_0188	lcl|CP014718.1_cds_AOA69850.1_4245
ppa:PAS_chr4_0189	lcl|CP014718.1_cds_AOA70154.1_4247
ppa:PAS_chr4_0190	lcl|CP014718.1_cds_AOA70259.1_4248
ppa:PAS_chr4_0191	lcl|CP014718.1_cds_AOA69994.1_4249
ppa:PAS_chr4_0192	lcl|CP014718.1_cds_AOA70173.1_4250
ppa:PAS_chr4_0193	lcl|CP014718.1_cds_AOA70006.1_4251
ppa:PAS_chr4_0194	lcl|CP014718.1_cds_AOA70127.1_4252
ppa:PAS_chr4_0195	lcl|CP014718.1_cds_AOA70004.1_4253
ppa:PAS_chr4_0924	lcl|CP014718.1_cds_AOA70180.1_4254
ppa:PAS_chr4_0196	lcl|CP014718.1_cds_AOA69785.1_4255
ppa:PAS_chr4_0198	lcl|CP014718.1_cds_AOA70077.1_4256
ppa:PAS_chr4_0198	lcl|CP014718.1_cds_AOA70077.1_4256
ppa:PAS_chr4_0200	lcl|CP014718.1_cds_AOA70093.1_4257
ppa:PAS_chr4_0201	lcl|CP014718.1_cds_AOA69424.1_4258
ppa:PAS_chr4_0925	lcl|CP014718.1_cds_AOA70378.1_4259
ppa:PAS_chr4_0202	lcl|CP014718.1_cds_AOA70201.1_4260
ppa:PAS_chr4_0203	lcl|CP014718.1_cds_AOA69745.1_4261
ppa:PAS_chr4_0204	lcl|CP014718.1_cds_AOA69871.1_4262
ppa:PAS_chr4_0205	lcl|CP014718.1_cds_AOA69997.1_4263
ppa:PAS_chr4_0206	lcl|CP014718.1_cds_AOA70111.1_4264
ppa:PAS_chr4_0207	lcl|CP014718.1_cds_AOA69463.1_4265
ppa:PAS_chr4_0207	lcl|CP014718.1_cds_AOA70051.1_4266
ppa:PAS_chr4_0207	lcl|CP014718.1_cds_AOA70051.1_4266
ppa:PAS_chr4_0208	lcl|CP014718.1_cds_AOA70020.1_4267
ppa:PAS_chr4_0210	lcl|CP014718.1_cds_AOA69489.1_4268
ppa:PAS_chr4_0926	lcl|CP014718.1_cds_AOA70055.1_4269
ppa:PAS_chr4_0211	lcl|CP014718.1_cds_AOA70155.1_4270
ppa:PAS_chr4_0212	lcl|CP014718.1_cds_AOA69783.1_4271
ppa:PAS_chr4_0212	lcl|CP014718.1_cds_AOA69783.1_4271
ppa:PAS_chr4_0213	lcl|CP014718.1_cds_AOA70069.1_4272
ppa:PAS_chr4_0214	lcl|CP014718.1_cds_AOA70193.1_4273
ppa:PAS_chr4_0215	lcl|CP014718.1_cds_AOA70343.1_4274
ppa:PAS_chr4_0216	lcl|CP014718.1_cds_AOA69603.1_4275
ppa:PAS_chr4_0927	lcl|CP014718.1_cds_AOA69705.1_4276
ppa:PAS_chr4_0217	lcl|CP014718.1_cds_AOA69861.1_4277
ppa:PAS_chr4_0218	lcl|CP014718.1_cds_AOA69766.1_4278
ppa:PAS_chr4_0219	lcl|CP014718.1_cds_AOA70409.1_4279
ppa:PAS_chr4_0928	lcl|CP014718.1_cds_AOA69552.1_4280
ppa:PAS_chr4_0220	lcl|CP014718.1_cds_AOA69443.1_4281
ppa:PAS_chr4_0221	lcl|CP014718.1_cds_AOA69628.1_4282
ppa:PAS_chr4_0222	lcl|CP014718.1_cds_AOA70203.1_4283
ppa:PAS_chr4_0223	lcl|CP014718.1_cds_AOA70309.1_4284
ppa:PAS_chr4_0224	lcl|CP014718.1_cds_AOA69731.1_4285
ppa:PAS_chr4_0225	lcl|CP014718.1_cds_AOA69673.1_4286
ppa:PAS_chr4_0929	lcl|CP014718.1_cds_AOA69540.1_4287
ppa:PAS_chr4_0226	lcl|CP014718.1_cds_AOA70394.1_4288
ppa:PAS_chr4_0227	lcl|CP014718.1_cds_AOA69661.1_4289
ppa:PAS_chr4_0930	lcl|CP014718.1_cds_AOA70072.1_4290
ppa:PAS_chr4_0228	lcl|CP014718.1_cds_AOA69883.1_4291
ppa:PAS_chr4_0229	lcl|CP014718.1_cds_AOA69749.1_4292
ppa:PAS_chr4_0931	lcl|CP014718.1_cds_AOA69742.1_4293
ppa:PAS_chr4_0230	lcl|CP014718.1_cds_AOA69694.1_4294
ppa:PAS_chr4_0231	lcl|CP014718.1_cds_AOA70224.1_4295
ppa:PAS_chr4_0232	lcl|CP014718.1_cds_AOA69537.1_4296
ppa:PAS_chr4_0233	lcl|CP014718.1_cds_AOA70370.1_4297
ppa:PAS_chr4_0234	lcl|CP014718.1_cds_AOA69503.1_4298
ppa:PAS_chr4_0235	lcl|CP014718.1_cds_AOA69835.1_4299
ppa:PAS_chr4_0238	lcl|CP014718.1_cds_AOA70383.1_4302
ppa:PAS_chr4_0239	lcl|CP014718.1_cds_AOA70175.1_4303
ppa:PAS_chr4_0240	lcl|CP014718.1_cds_AOA69866.1_4304
ppa:PAS_chr4_0241	lcl|CP014718.1_cds_AOA70297.1_4305
ppa:PAS_chr4_0242	lcl|CP014718.1_cds_AOA69567.1_4306
ppa:PAS_chr4_0243	lcl|CP014718.1_cds_AOA70263.1_4307
ppa:PAS_chr4_0244	lcl|CP014718.1_cds_AOA69546.1_4308
ppa:PAS_chr4_0245	lcl|CP014718.1_cds_AOA70372.1_4309
ppa:PAS_chr4_0932	lcl|CP014718.1_cds_AOA70389.1_4310
ppa:PAS_chr4_0246	lcl|CP014718.1_cds_AOA69893.1_4311
ppa:PAS_chr4_0933	lcl|CP014718.1_cds_AOA69937.1_4312
ppa:PAS_chr4_0247	lcl|CP014718.1_cds_AOA70144.1_4313
ppa:PAS_chr4_0248	lcl|CP014718.1_cds_AOA69433.1_4314
ppa:PAS_chr4_0250	lcl|CP014718.1_cds_AOA69764.1_4315
ppa:PAS_chr4_0251	lcl|CP014718.1_cds_AOA69863.1_4316
ppa:PAS_chr4_0252	lcl|CP014718.1_cds_AOA69667.1_4317
ppa:PAS_chr4_0253	lcl|CP014718.1_cds_AOA69553.1_4318
ppa:PAS_chr4_0254	lcl|CP014718.1_cds_AOA69985.1_4319
ppa:PAS_chr4_0256	lcl|CP014718.1_cds_AOA69992.1_4320
ppa:PAS_chr4_0257	lcl|CP014718.1_cds_AOA70139.1_4321
ppa:PAS_chr4_0258	lcl|CP014718.1_cds_AOA69748.1_4322
ppa:PAS_chr4_0934	lcl|CP014718.1_cds_AOA70400.1_4323
ppa:PAS_chr4_0934	lcl|CP014718.1_cds_AOA69738.1_4324
ppa:PAS_chr4_0259	lcl|CP014718.1_cds_AOA69738.1_4324
ppa:PAS_chr4_0936	lcl|CP014718.1_cds_AOA69551.1_4325
ppa:PAS_chr4_0937	lcl|CP014718.1_cds_AOA70123.1_4326
ppa:PAS_chr4_0260	lcl|CP014718.1_cds_AOA69475.1_4327
ppa:PAS_chr4_0261	lcl|CP014718.1_cds_AOA69535.1_4328
ppa:PAS_chr4_0262	lcl|CP014718.1_cds_AOA69829.1_4329
ppa:PAS_chr4_0263	lcl|CP014718.1_cds_AOA70373.1_4330
ppa:PAS_chr4_0264	lcl|CP014718.1_cds_AOA69663.1_4331
ppa:PAS_chr4_0266	lcl|CP014718.1_cds_AOA69765.1_4332
